obs,s_eua,f_eua,s_cer,f_cer,time_to_mat
2015-07-01,7.468,7.62,0.402,0.462,1.66279069767442
2015-07-02,7.428,7.58,0.401,0.45,1.65891472868217
2015-07-03,7.418,7.57,0.401,0.45,1.65503875968992
2015-07-06,7.358,7.51,0.401,0.45,1.65116279069768
2015-07-07,7.448,7.59,0.403,0.474,1.64728682170543
2015-07-08,7.438,7.58,0.405,0.485,1.64341085271318
2015-07-09,7.468,7.61,0.405,0.485,1.63953488372093
2015-07-10,7.598,7.74,0.405,0.485,1.63565891472868
2015-07-13,7.767,7.92,0.403,0.474,1.63178294573644
2015-07-14,7.707,7.85,0.403,0.462,1.62790697674419
2015-07-15,7.737,7.89,0.403,0.462,1.62403100775194
2015-07-16,7.638,7.79,0.403,0.45,1.62015503875969
2015-07-17,7.717,7.87,0.403,0.45,1.61627906976744
2015-07-20,7.957,8.12,0.406,0.474,1.6124031007752
2015-07-21,7.937,8.1,0.406,0.474,1.60852713178295
2015-07-22,7.937,8.09,0.406,0.474,1.6046511627907
2015-07-23,8.057,8.22,0.406,0.462,1.60077519379845
2015-07-24,7.987,8.15,0.403,0.45,1.5968992248062
2015-07-27,7.997,8.16,0.408,0.485,1.59302325581395
2015-07-28,7.997,8.16,0.408,0.497,1.58914728682171
2015-07-29,8.037,8.2,0.408,0.497,1.58527131782946
2015-07-30,7.857,8.01,0.406,0.485,1.58139534883721
2015-07-31,7.847,8,0.403,0.462,1.57751937984496
2015-08-03,7.927,8.09,0.406,0.485,1.57364341085271
2015-08-04,7.877,8.04,0.406,0.485,1.56976744186047
2015-08-05,7.807,7.96,0.403,0.462,1.56589147286822
2015-08-06,7.817,7.97,0.405,0.474,1.56201550387597
2015-08-07,7.757,7.91,0.408,0.497,1.55813953488372
2015-08-10,7.897,8.05,0.408,0.497,1.55426356589147
2015-08-11,8.067,8.22,0.408,0.497,1.55038759689923
2015-08-12,8.167,8.32,0.408,0.497,1.54651162790698
2015-08-13,8.167,8.32,0.411,0.52,1.54263565891473
2015-08-14,8.296,8.45,0.411,0.52,1.53875968992248
2015-08-17,8.217,8.37,0.411,0.52,1.53488372093023
2015-08-18,8.247,8.4,0.411,0.52,1.53100775193799
2015-08-19,8.316,8.47,0.411,0.52,1.52713178294574
2015-08-20,8.336,8.49,0.412,0.531,1.52325581395349
2015-08-21,8.177,8.33,0.411,0.52,1.51937984496124
2015-08-24,8.147,8.3,0.411,0.52,1.51550387596899
2015-08-25,8.217,8.38,0.412,0.531,1.51162790697675
2015-08-26,8.067,8.23,0.412,0.531,1.5077519379845
2015-08-27,8.017,8.17,0.415,0.566,1.50387596899225
2015-08-28,8.077,8.24,0.415,0.566,1.5
2015-08-31,8.037,8.2,0.415,0.566,1.49612403100775
2015-09-01,7.977,8.13,0.414,0.566,1.4922480620155
2015-09-02,8.087,8.24,0.415,0.577,1.48837209302326
2015-09-03,8.137,8.29,0.415,0.543,1.48449612403101
2015-09-04,8.057,8.21,0.415,0.554,1.48062015503876
2015-09-07,8.047,8.2,0.414,0.531,1.47674418604651
2015-09-08,8.207,8.36,0.416,0.554,1.47286821705426
2015-09-09,8.237,8.4,0.415,0.566,1.46899224806202
2015-09-10,8.247,8.41,0.414,0.554,1.46511627906977
2015-09-11,8.227,8.39,0.415,0.566,1.46124031007752
2015-09-14,8.197,8.36,0.412,0.543,1.45736434108527
2015-09-15,8.137,8.3,0.414,0.554,1.45348837209302
2015-09-16,8.197,8.36,0.414,0.554,1.44961240310078
2015-09-17,8.197,8.35,0.414,0.554,1.44573643410853
2015-09-18,8.077,8.24,0.414,0.554,1.44186046511628
2015-09-21,7.947,8.11,0.414,0.543,1.43798449612403
2015-09-22,7.987,8.15,0.414,0.531,1.43410852713178
2015-09-23,8.037,8.2,0.414,0.531,1.43023255813954
2015-09-24,7.977,8.13,0.415,0.543,1.42635658914729
2015-09-25,8.017,8.12,0.415,0.543,1.42248062015504
2015-09-28,7.907,8.04,0.414,0.543,1.41860465116279
2015-09-29,7.967,8.09,0.414,0.543,1.41472868217054
2015-09-30,8.137,8.27,0.411,0.52,1.4108527131783
2015-10-01,8.157,8.29,0.416,0.554,1.40697674418605
2015-10-02,8.137,8.26,0.419,0.577,1.4031007751938
2015-10-05,8.197,8.32,0.429,0.624,1.39922480620155
2015-10-06,8.207,8.33,0.429,0.624,1.3953488372093
2015-10-07,8.097,8.22,0.428,0.601,1.39147286821706
2015-10-08,8.117,8.24,0.428,0.601,1.38759689922481
2015-10-09,8.336,8.46,0.426,0.612,1.38372093023256
2015-10-12,8.286,8.41,0.426,0.612,1.37984496124031
2015-10-13,8.316,8.44,0.424,0.589,1.37596899224806
2015-10-14,8.426,8.55,0.424,0.601,1.37209302325581
2015-10-15,8.416,8.54,0.424,0.601,1.36821705426357
2015-10-16,8.376,8.49,0.425,0.612,1.36434108527132
2015-10-19,8.336,8.45,0.425,0.601,1.36046511627907
2015-10-20,8.456,8.57,0.425,0.601,1.35658914728682
2015-10-21,8.436,8.56,0.425,0.601,1.35271317829457
2015-10-22,8.466,8.59,0.424,0.589,1.34883720930233
2015-10-23,8.616,8.74,0.425,0.589,1.34496124031008
2015-10-26,8.646,8.76,0.425,0.589,1.34108527131783
2015-10-27,8.596,8.71,0.428,0.612,1.33720930232558
2015-10-28,8.556,8.67,0.428,0.612,1.33333333333333
2015-10-29,8.666,8.78,0.428,0.612,1.32945736434109
2015-10-30,8.626,8.74,0.431,0.635,1.32558139534884
2015-11-02,8.586,8.7,0.431,0.624,1.32170542635659
2015-11-03,8.436,8.56,0.431,0.635,1.31782945736434
2015-11-04,8.386,8.5,0.431,0.635,1.31395348837209
2015-11-05,8.456,8.57,0.431,0.635,1.31007751937985
2015-11-06,8.396,8.51,0.431,0.647,1.3062015503876
2015-11-09,8.306,8.42,0.431,0.635,1.30232558139535
2015-11-10,8.426,8.54,0.431,0.635,1.2984496124031
2015-11-11,8.426,8.54,0.435,0.647,1.29457364341085
2015-11-12,8.356,8.47,0.434,0.635,1.29069767441861
2015-11-13,8.376,8.49,0.434,0.647,1.28682170542636
2015-11-16,8.516,8.63,0.434,0.647,1.28294573643411
2015-11-17,8.596,8.72,0.434,0.647,1.27906976744186
2015-11-18,8.566,8.69,0.437,0.67,1.27519379844961
2015-11-19,8.616,8.73,0.435,0.67,1.27131782945736
2015-11-20,8.496,8.61,0.435,0.67,1.26744186046512
2015-11-23,8.546,8.66,0.435,0.67,1.26356589147287
2015-11-24,8.636,8.75,0.431,0.67,1.25968992248062
2015-11-25,8.606,8.73,0.426,0.635,1.25581395348837
2015-11-26,8.566,8.68,0.426,0.635,1.25193798449612
2015-11-27,8.566,8.68,0.425,0.624,1.24806201550388
2015-11-30,8.566,8.68,0.428,0.624,1.24418604651163
2015-12-01,8.546,8.66,0.426,0.635,1.24031007751938
2015-12-02,8.466,8.59,0.424,0.612,1.23643410852713
2015-12-03,8.576,8.7,0.426,0.635,1.23255813953488
2015-12-04,8.506,8.63,0.425,0.624,1.22868217054264
2015-12-07,8.396,8.51,0.425,0.635,1.22480620155039
2015-12-08,8.396,8.52,0.424,0.624,1.22093023255814
2015-12-09,8.386,8.51,0.422,0.624,1.21705426356589
2015-12-10,8.346,8.46,0.421,0.612,1.21317829457364
2015-12-11,8.057,8.17,0.415,0.577,1.2093023255814
2015-12-14,8.077,8.18,0.415,0.566,1.20542635658915
2015-12-15,8.197,8.29,0.415,0.566,1.2015503875969
2015-12-16,8.147,8.23,0.415,0.566,1.19767441860465
2015-12-17,8.087,8.17,0.414,0.566,1.1937984496124
2015-12-18,8.077,8.16,0.414,0.566,1.18992248062016
2015-12-21,8.207,8.29,0.414,0.566,1.18604651162791
2015-12-22,8.267,8.35,0.412,0.554,1.18217054263566
2015-12-23,8.237,8.32,0.412,0.554,1.17829457364341
2015-12-24,8.197,8.29,0.412,0.554,1.17441860465116
2015-12-28,8.316,8.41,0.412,0.554,1.17054263565892
2015-12-29,8.286,8.37,0.412,0.554,1.16666666666667
2015-12-30,8.227,8.31,0.414,0.566,1.16279069767442
2015-12-31,8.237,8.32,0.414,0.566,1.15891472868217
2016-01-04,8.057,8.14,0.411,0.543,1.15503875968992
2016-01-05,8.007,8.09,0.411,0.543,1.15116279069767
2016-01-06,7.757,7.84,0.408,0.543,1.14728682170543
2016-01-07,7.548,7.63,0.408,0.543,1.14341085271318
2016-01-08,7.408,7.48,0.408,0.543,1.13953488372093
2016-01-11,7.128,7.19,0.406,0.531,1.13565891472868
2016-01-12,7.098,7.18,0.403,0.508,1.13178294573643
2016-01-13,7.238,7.32,0.405,0.52,1.12790697674419
2016-01-14,7.088,7.16,0.405,0.52,1.12403100775194
2016-01-15,6.669,6.74,0.405,0.52,1.12015503875969
2016-01-18,6.719,6.78,0.405,0.52,1.11627906976744
2016-01-19,6.809,6.88,0.403,0.508,1.11240310077519
2016-01-20,6.31,6.38,0.399,0.474,1.10852713178295
2016-01-21,6.17,6.23,0.399,0.474,1.1046511627907
2016-01-22,6.32,6.39,0.399,0.474,1.10077519379845
2016-01-25,5.87,5.93,0.399,0.462,1.0968992248062
2016-01-26,6.07,6.12,0.398,0.439,1.09302325581395
2016-01-27,5.9,5.95,0.398,0.439,1.08914728682171
2016-01-28,6.06,6.11,0.398,0.439,1.08527131782946
2016-01-29,6.04,6.09,0.398,0.439,1.08139534883721
2016-02-01,5.681,5.73,0.396,0.416,1.07751937984496
2016-02-02,5.811,5.86,0.396,0.416,1.07364341085271
2016-02-03,5.611,5.66,0.396,0.416,1.06976744186047
2016-02-04,5.591,5.64,0.396,0.416,1.06589147286822
2016-02-05,5.531,5.59,0.398,0.427,1.06201550387597
2016-02-08,5.221,5.27,0.396,0.416,1.05813953488372
2016-02-09,4.942,4.99,0.396,0.416,1.05426356589147
2016-02-10,4.862,4.91,0.396,0.416,1.05038759689923
2016-02-11,4.722,4.77,0.396,0.416,1.04651162790698
2016-02-12,5.042,5.09,0.398,0.427,1.04263565891473
2016-02-15,4.782,4.83,0.398,0.427,1.03875968992248
2016-02-16,4.672,4.72,0.398,0.427,1.03488372093023
2016-02-17,5.072,5.12,0.395,0.404,1.03100775193798
2016-02-18,5.241,5.28,0.395,0.404,1.02713178294574
2016-02-19,5.152,5.19,0.395,0.404,1.02325581395349
2016-02-22,5.401,5.44,0.395,0.404,1.01937984496124
2016-02-23,4.892,4.92,0.395,0.404,1.01550387596899
2016-02-24,4.852,4.88,0.395,0.404,1.01162790697674
2016-02-25,5.062,5.1,0.395,0.404,1.0077519379845
2016-02-26,4.982,5.02,0.395,0.404,1.00387596899225
2016-02-29,4.992,5.03,0.395,0.404,1
